OBJECTID,TLIGHTS_,TLIGHTS_ID,SITE_NO,SITE_NAME,SITE_TYPE,DIRECTORY,DIR_REF,D_ADDED,D_TOWNS,D_EDITED,D_REMOVED,LINK_MODE,STATUS,COMMENTS,MULTI,UFI,ARC_UFI,LONG,LAT
45819,,,4436,FOOTSCRAY/WESTERN LINK NB ON & OFF RAMP,INT,,,,,,,,OPERATIONAL,RAMP SGN,,,,144.932,-37.809
45820,,,3677,WARRIGAL/HARVEY NORMAN ENT. NO 1,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,145.091,-37.877
45821,,,2660,SOMERVILLE/MCDONALD,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK",,,,144.848,-37.809
45822,,,299,POINT NEPEAN/NINTH,INT,,,,,,,,OPERATIONAL,DUST,,,,144.902,-38.356
45823,,,3543,BEACH NR CANBERRA,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.933,-37.84
45824,,,713,MAIN/DIAMOND/CECIL,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,145.149,-37.712
45825,,,6319,HARE NR ANSTRUTHER,POS,,,,,,,,OPERATIONAL,PELICAN,,,,144.75,-36.129
45826,,,2164,CRAIGIEBURN NR BENSTON,POS,,,,,,,,OPERATIONAL,,,,,144.94,-37.599
45827,,,1741,Dunnings Road / Hacketts Road,INT,,,,,,,,OPERATIONAL,,,,,144.719,-37.883
45828,,,5274,MORRIS/BELLBRIDGE,INT,,,,,,,,OPERATIONAL,DIDO,,,,144.702,-37.874
45829,,,5275,MORRIS/HOGANS,INT,,,,,,,,OPERATIONAL,DIDO,,,,144.704,-37.865
45830,,,764,BURWOOD/GLENFERN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.288,-37.889
45831,,,6211,NORTHERN HWY/RUTLEDGE,INT,,,,,,,,OPERATIONAL,"Bluetooth,DIDO",,,,144.951,-37.3
45832,,,4159,CITY NR FANNING,POS,,,,,,,,OPERATIONAL,EVP,,,,144.967,-37.821
45833,,,397,SHRIVES/CENTRE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.301,-38.029
45834,,,761,BALLARTO/MCCLELLAND,INT,,,,,,,,OPERATIONAL,,,,,145.192,-38.117
45835,,,2147,SYDNEY RD/AXIOM BUSINESS PARK,INT,,,,,,,,OPERATIONAL,,,,,144.953,-37.655
45836,,,511,MOOROODUC HWY/GERTRUDE,INT,,,,,,,,OPERATIONAL,,,,,145.135,-38.149
45837,,,5139,PAKINGTON/WARATAH/WELLINGTON,INT,,,,,,,,OPERATIONAL,,,,,144.349,-38.138
45838,,,512,MONASH FWY/BELGRAVE-HALLAM,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.275,-37.998
45839,,,824,KELLETTS/TAYLORS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.247,-37.912
45840,,,3517,MT ALEXANDER (E) NR CRAWFORD,POS,,,,,,,,OPERATIONAL,,,,,144.921,-37.761
45841,,,3522,MT ALEXANDER NR NAPIER,FLASH PX,,,,,,,,OPERATIONAL,,,,,144.918,-37.755
45842,,,3523,MT ALEXANDER NR FLETCHER,FLASH PX,,,,,,,,OPERATIONAL,,,,,144.917,-37.755
45843,,,589,SPRINGFIELD NR PRIMROSE ST,POS,,,,,,,,OPERATIONAL,,,,,145.149,-37.81
45844,,,871,CANTERBURY/TERRARA,INT,,,,,,,,OPERATIONAL,,,,,145.191,-37.837
45845,,,3073,WATERDALE NR RAMU,POS,,,,,,,,OPERATIONAL,,,,,145.049,-37.736
45846,,,5230,SURF COAST HWY/GROSSMANS/DARIAN,INT,,,,,,,,OPERATIONAL,"DIDO,PTS_SIGN",,,,144.319,-38.322
45847,,,3716,FLORENCE NR OLD BAKERY,FLASH PX,,,,,,,,OPERATIONAL,,,,,145.064,-37.983
45848,,,3717,COMO PDE WEST NR BIRDWOOD,FLASH PX,,,,,,,,OPERATIONAL,,,,,145.075,-37.992
45849,,,3274,WOOD/LAUREL/NORTHLAND ACCESS,INT,,,,,,,,OPERATIONAL,,,,,145.028,-37.736
45850,,,1067,HARBOUR ESP NR LA TROBE,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,144.946,-37.817
45851,,,309,WELLS/PALM/NARELLE,INT,,,,,,,,OPERATIONAL,"RLC,SRLC",,,,145.119,-38.019
45852,,,3963,FORSTER/RICKETTS/HARDNER,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.13,-37.895
45853,,,310,STH GIPPS'D HWY/LESDON,INT,,,,,,,,OPERATIONAL,,,,,145.279,-38.087
45854,,,311,THOMPSONS/WOODBINE,INT,,,,,,,,OPERATIONAL,,,,,145.279,-38.083
45855,,,2797,PLENTY NR MAYFIELD,POS,,,,,,,,OPERATIONAL,BUS PRI,,,,145.07,-37.674
45856,,,106,SWANSEA/BIRMINGHAM,INT,,,,,,,,OPERATIONAL,,,,,145.364,-37.78
45857,,,2111,MAIN NR DALTON,POS,,,,,,,,OPERATIONAL,,,,,145.147,-37.725
45858,,,3408,OLYMPIC BLVD/MELBOURNE PARK ENT D,INT,,,,,,,,OPERATIONAL,EVP,,,,144.988,-37.825
45859,,,2848,AUBURN NR BURGESS,POS,,,,,,,,OPERATIONAL,,,,,145.042,-37.841
45860,,,2295,BRIDPORT NR MONTAGUE,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,144.956,-37.841
45861,,,760,ERAMOSA NR FRANKSTON-FLINDERS,FLASH PX,,,,,,,,OPERATIONAL,,,,,145.177,-38.224
45862,,,105,MAROONDAH/COCHRANE/COOK,INT,,,,,,,,OPERATIONAL,,,,,145.202,-37.816
45863,,,4488,WURUNDJERI/DUDLEY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.945,-37.812
45864,,,2795,MILITARY NR RIVERSIDE,POS,,,,,,,,OPERATIONAL,,,,,144.865,-37.769
45865,,,2180,SOMERTON/RESERVOIR/ROXBURGH PARK S/C,INT,,,,,,,,OPERATIONAL,,,,,144.931,-37.641
45866,,,300,PHE/MCGREGOR/THE AVENUE,INT,,,,,,,,OPERATIONAL,,,,,145.475,-38.071
45867,,,766,MOUNTAIN HWY/JERSEY,INT,,,,,,,,OPERATIONAL,,,,,145.28,-37.838
45868,,,3252,MACEDON NR EVANS,POS,,,,,,,,OPERATIONAL,"DIDO,PUFFIN",,,,144.732,-37.577
45869,,,765,FERNTREE GULLY/LYNTON/JANINE,INT,,,,,,,,OPERATIONAL,DIDO,,,,145.23,-37.899
45870,,,3826,BURKE NR GORDON,POS,,,,,,,,OPERATIONAL,,,,,145.061,-37.807
45871,,,5029,PIONEER/GEELONG BASEBALL CENTRE,INT,,,,,,,,OPERATIONAL,,,,,144.32,-38.198
45872,,,3416,STURT NR GRANT,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.967,-37.826
45873,,,6080,MIDLAND HWY/FLORENCE,INT,,,,,,,,OPERATIONAL,,,,,145.424,-36.386
45874,,,505,CRANBOURNE-FRANKSTON/MONAHANS/CHERRYHILL,INT,,,,,,,,OPERATIONAL,,,,,145.265,-38.111
45875,,,3904,KOROROIT CREEK/DOW CHEMICAL/PRIXCAR,INT,,,,,,,,OPERATIONAL,,,,,144.804,-37.847
45876,,,2662,STATION/RICHARD,INT,,,,,,,,OPERATIONAL,,,,,144.576,-37.696
45877,,,2793,KEILOR/WOORITE,INT,,,,,,,,OPERATIONAL,,,,,144.869,-37.73
45878,,,3283,Moreland St / Parker St,INT,,,,,,,,OPERATIONAL,,,,,144.904,-37.807
45879,,,3284,Moreland St / Whitehall St,INT,,,,,,,,OPERATIONAL,,,,,144.903,-37.808
45880,,,5265,DERRIMUT/WILLMOTT,INT,,,,,,,,OPERATIONAL,DUST,,,,144.681,-37.887
45881,,,839,RAILWAY NR STATION,FLASH PX,,,,,,,,OPERATIONAL,,,,,145.15,-37.82
45882,,,3376,HODDLE NR PETER,POS,,,,,,,,OPERATIONAL,"EVP,PUFFIN",,,,144.993,-37.801
45883,,,3375,HODDLE NR STUDLEY S/B,POS,,,,,,,,OPERATIONAL,"EVP,PUFFIN",,,,144.993,-37.801
45884,,,5801,WESTERN FWY/BACCHUS MARSH-GISBORNE,INT,,,,,,,,OPERATIONAL,DIDO,,,,144.439,-37.664
45885,,,5941,GRAY NR BROWN,FLASH PX,,,,,,,,OPERATIONAL,,,,,142.025,-37.743
45886,,,3882,EDWARDES NR OLIVE,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,145.005,-37.716
45887,,,3568,HAMPTON/DURRANT/CLUDEN,INT,,,,,,,,OPERATIONAL,,,,,145.007,-37.912
45888,,,3099,BLUFF/LUDSTONE,INT,,,,,,,,OPERATIONAL,,,,,145.024,-37.936
45889,,,515,FRANKSTON-DANDENONG NR WILLOW,POS,,,,,,,,OPERATIONAL,,,,,145.21,-38.044
45890,,,3213,SPRING BTW VIOLA & CLEELAND,POS,,,,,,,,OPERATIONAL,"Bluetooth,PUFFIN",,,,145.006,-37.718
45891,,,3117,NORMANBY/LEINSTER,INT,,,,,,,,OPERATIONAL,,,,,144.988,-37.758
45892,,,2598,MELTON HWY NR ARRAN,POS,,,,,,,,OPERATIONAL,,,,,144.762,-37.694
45893,,,2597,MELTON HWY/CALDER PARK,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.757,-37.693
45894,,,2030,Rooks btw Queens & Station,POS,,,,,,,,OPERATIONAL,"Bike Det,PUFFIN",,,,145.185,-37.82
45895,,,1766,Mountain Highway / Station Street,INT,,,,,,,,OPERATIONAL,,,,,145.266,-37.841
45896,,,1037,QUEENSBERRY/LEICESTER,INT,,,,,,,,OPERATIONAL,,,,,144.96,-37.804
45897,,,3419,MCKINNON NR GLEN ORME,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,145.037,-37.911
45898,,,6641,MOE-GLENGARRY/OLLERTON,INT,,,,,,,,OPERATIONAL,DUST,,,,146.277,-38.183
45899,,,4487,WESTERN LINK/DYNON OFF RAMP SOUTH BD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.937,-37.805
45900,,,388,BORONIA/CFA FIRE STN,FIRE SIG,,,,,,,,OPERATIONAL,FIRE LNK,,,,145.265,-37.86
45901,,,5115,THOMPSON/DONNYBROOK,INT,,,,,,,,OPERATIONAL,,,,,144.348,-38.087
45902,,,4437,WURUNDJERI/BOURKE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.951,-37.818
45903,,,506,NARRE WARREN-CRANB/ORMOND/LITTLECROFT,INT,,,,,,,,OPERATIONAL,,,,,145.299,-38.065
45904,,,1066,HARBOUR ESP/LATROBE,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.945,-37.815
45905,,,1065,WURUNDJERI/TELSTRA DOME SE ENT,INT,,,,,,,,OPERATIONAL,,,,,144.95,-37.817
45906,,,2796,SETTLEMENT/NORTHGATE,INT,,,,,,,,OPERATIONAL,,,,,145.039,-37.694
45907,,,5836,LYDIARD/RAIL CROSSING,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,143.858,-37.558
45908,,,3418,DORCAS NR ST LUKE,FLASH PX,,,,,,,,OPERATIONAL,,,,,144.961,-37.833
45909,,,6301,MIDLAND HWY(BARKER)/PYRENEES HWY(FOREST),INT,,,,,,,,OPERATIONAL,"ASB WARN,DIDO",,,,144.217,-37.067
45910,,,6310,CAMPBELL NR MCCRAE,POS,,,,,,,,OPERATIONAL,,,,,143.56,-35.34
45911,,,5217,TOWNSEND/WILSONS,INT,,,,,,,,OPERATIONAL,,,,,144.389,-38.181
45912,,,5220,CHURCH NR BAYVIEW,POS,,,,,,,,OPERATIONAL,,,,,144.33,-38.13
45913,,,3247,STATION/EVANS,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,144.728,-37.582
45914,,,5241,MAIN/MURNONG,INT,,,,,,,,OPERATIONAL,,,,,144.735,-37.883
45915,,,6631,PHE/SHADY CREEK/RAILWAY/ROLLO (YARRAGON),INT,,,,,,,,OPERATIONAL,"DUST,RAIL LNK",,,,146.068,-38.204
45916,,,4735,LAKESIDE/LINK,INT,,,,,,,,OPERATIONAL,,,,,144.977,-37.849
45917,,,4736,HIGH/EPPING PLAZA SHOPPING ACCESS 1,INT,,,,,,,,OPERATIONAL,,,,,145.022,-37.655
45918,,,4725,WIDFORD NR OLSEN,POS,,,,,,,,OPERATIONAL,,,,,144.926,-37.69
45919,,,4726,CLARENDON NR MELBOURNE EXHIBITION CENTRE,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,144.956,-37.824
45920,,,4711,SWANSTON/CEMETERY EAST/COLLEGE,INT,,,,,,,,OPERATIONAL,"Bluetooth,RBT SIGS",,,,144.965,-37.793
45921,,,4652,DAREBIN NR ARTHUR,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,145.022,-37.766
45922,,,4651,PASCOE VALE/SUNSET,INT,,,,,,,,OPERATIONAL,,,,,144.916,-37.691
45923,,,3715,BOUNDARY/GOVERNOR (ROUNDABOUT),RBT MTR,,,,,,,,OPERATIONAL,,,,,145.104,-38.007
45924,,,5936,MACEDON-WOODEND/ASHBOURNE,INT,,,,,,,,OPERATIONAL,DIDO,,,,144.527,-37.361
45925,,,160,STATION/ALPINE,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,145.296,-37.883
45926,,,364,SNEDDEN/THE GLEN CAR PARK,INT,,,,,,,,OPERATIONAL,,,,,145.164,-37.876
45927,,,6090,GVH (WYNDHAM) NR GUTHRIE,POS,,,,,,,,OPERATIONAL,"DUST,PELICAN",,,,145.395,-36.401
45928,,,815,MT DANDENONG/DURHAM/LIVERPOOL,INT,,,,,,,,OPERATIONAL,,,,,145.315,-37.803
45929,,,154,WARBURTON HWY/YARRA JUNCTION-NOOJEE,INT,,,,,,,,OPERATIONAL,"Bluetooth,DUST",,,,145.614,-37.782
45930,,,5257,WERRIBEE MAIN RD(PHW)/DERRIMUT,INT,,,,,,,,OPERATIONAL,"Bluetooth,DUST",,,,144.68,-37.894
45931,,,5828,GILLIES/WINTER,INT,,,,,,,,OPERATIONAL,,,,,143.816,-37.569
45932,,,5269,HEATHS/ROSELLA,INT,,,,,,,,OPERATIONAL,"Bluetooth,DUST",,,,144.673,-37.877
45933,,,2972,VICTORIA NR CLARKE,POS,,,,,,,,OPERATIONAL,,,,,145.01,-37.779
45934,,,2973,VICTORIA NR MITCHELL,POS,,,,,,,,OPERATIONAL,,,,,145.011,-37.773
45935,,,1231,BROADWAY NTH OF GLENHUNTLY RD,FLASH PX,,,,,,,,OPERATIONAL,,,,,144.982,-37.882
45936,,,1232,"GLENHUNTLY RD , WEST OF BROADWAY",FLASH PX,,,,,,,,OPERATIONAL,,,,,144.982,-37.882
45937,,,2109,EASTERN NR YOUNG (WEST BOUND),POS,,,,,,,,OPERATIONAL,PUFFIN,,,,144.981,-37.794
45938,,,540,MONASH FWY/WELLINGTON IB,RAMP MTR,,,,,,,,OPERATIONAL,Bluetooth,,,,145.174,-37.921
45939,,,2110,EASTERN NR GOLD (WEST BOUND),POS,,,,,,,,OPERATIONAL,PUFFIN,,,,144.99,-37.795
45940,,,4896,PLENTY/ENTERPRISE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.069,-37.685
45941,,,5831,GRANT NR PILMER,POS,,,,,,,,OPERATIONAL,,,,,144.435,-37.678
45942,,,4047,GLADSTONE NR PRATT,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,144.921,-37.769
45943,,,4432,WAVERLEY NR ALMA (MOONEE VALLEY),POS,,,,,,,,OPERATIONAL,,,,,144.907,-37.758
45944,,,2013,STATION NR BRONTE & DELANY,POS,,,,,,,,OPERATIONAL,,,,,145.12,-37.848
45945,,,809,BRICE NR GEORGE & BATHURST,POS,,,,,,,,OPERATIONAL,,,,,145.314,-37.785
45946,,,4656,STATION/DEER PARK SHOPPING CENTRE,INT,,,,,,,,OPERATIONAL,,,,,144.778,-37.751
45947,,,328,RAILWAY/CHAPEL,INT,,,,,,,,OPERATIONAL,,,,,145.154,-37.819
45948,,,4795,BOLDREWOOD NR GENOA,POS,,,,,,,,OPERATIONAL,,,,,145.021,-37.72
45949,,,4796,KINGSBURY/WATERDALE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.051,-37.727
45950,,,4798,GILBERT NR OAKOVER,POS,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,144.988,-37.748
45951,,,4799,PLENTY NR DAVID,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.008,-37.743
45952,,,4800,BRIDGE/LENNOX,INT,,,,,,,,OPERATIONAL,"Bluetooth,ESLS,EVP,TRAM PRI",,,,144.995,-37.818
45953,,,4801,BRIDGE/CHURCH,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI,VSLS",,,,144.999,-37.819
45954,,,4802,BRIDGE NR RICHMOND TOWN HALL,POS,,,,,,,,OPERATIONAL,"ASB WARN,PUFFIN,TRAM RSV",,,,145.001,-37.819
45955,,,4748,TOORAK/ORRONG,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,145.014,-37.842
45956,,,4749,TOORAK NR IRVING,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.02,-37.842
45957,,,4750,TOORAK/KOOYONG,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,145.023,-37.843
45958,,,4751,COMMERCIAL NR TYRONE,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.987,-37.846
45959,,,4752,LITTLE CHAPEL NR KING,FLASH PX,,,,,,,,OPERATIONAL,,,,,144.995,-37.85
45960,,,4753,MALVERN/CHAPEL/BRAY/LITTLE CHAPEL,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.994,-37.847
45961,,,4754,MALVERN/BENDIGO/SURREY,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.998,-37.847
45962,,,4755,MALVERN/WILLIAMS,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,,145.003,-37.848
45963,,,4756,MALVERN NR A'BECKETT,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.01,-37.849
45964,,,4757,MALVERN/ORRONG,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,145.012,-37.849
45965,,,4758,MALVERN/CLENDON,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.015,-37.85
45966,,,4759,MALVERN/KOOYONG,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC,TRAM PRI",,,,145.021,-37.85
45967,,,4760,HIGH NR PERTH,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.988,-37.851
45968,,,4761,HIGH/ST EDMONDS,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.992,-37.852
45969,,,4763,HIGH/HORNBY/BANGS,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.996,-37.852
45970,,,4764,HIGH/WILLIAMS,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,145.002,-37.853
45971,,,4766,HIGH/ORRONG,INT,,,,,,,,OPERATIONAL,"Bluetooth,PTTL,TRAM PRI",,,,145.012,-37.854
45972,,,4767,HIGH NR CHEEL,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.017,-37.855
45973,,,3909,GRIMSHAW/CHURCH,INT,,,,,,,,OPERATIONAL,,,,,145.102,-37.704
45974,,,4169,METROPOLITAN RING ROAD/PLENTY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.068,-37.687
45975,,,5182,BACCHUS-MARSH /O'BRIENS,INT,,,,,,,,OPERATIONAL,MICROCEL,,,,144.358,-38.055
45976,,,2178,SYDNEY RD/NORTHBOURNE/TRUCK CITY,INT,,,,,,,,OPERATIONAL,FIRE LNK,,,,144.952,-37.648
45977,,,3615,PASCOE VALE/COLERAINE,INT,,,,,,,,OPERATIONAL,,,,,144.922,-37.678
45978,,,4636,BOURKE/CLAYTON/OSBORNE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.116,-37.943
45979,,,4639,CENTRE NR CHESTER,POS,,,,,,,,OPERATIONAL,,,,,145.063,-37.922
45980,,,4640,BALCOMBE/CHARMAN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.053,-37.98
45981,,,4575,SPRING/COLLINS,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.974,-37.813
45982,,,6284,MYRTLE/WILLS-MYERS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.275,-36.767
45983,,,4928,MAIN ROAD EAST/COLLINS,INT,,,,,,,,OPERATIONAL,,,,,144.802,-37.744
45984,,,4929,MCINTYRE NR SUNSHINE (FIRE STN),FIRE W/W,,,,,,,,OPERATIONAL,,,,,144.829,-37.775
45985,,,4930,MAIN/KINGS/STATION,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.779,-37.742
45986,,,4931,MAIN WEST/MCKECHNIE,INT,,,,,,,,OPERATIONAL,,,,,144.799,-37.744
45987,,,4932,MAIN/ST ALBANS/ESPLANADE,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK,UPS",,,,144.8,-37.744
45988,,,4933,STATION NR TRINACRIA,POS,,,,,,,,OPERATIONAL,,,,,144.775,-37.767
45989,,,3337,LWR PLENTY/CREW/MARTINS,INT,,,,,,,,OPERATIONAL,,,,,145.085,-37.732
45990,,,4980,EXFORD NR MORSHEAD,POS,,,,,,,,OPERATIONAL,,,,,144.574,-37.709
45991,,,4982,COBURNS/WESTERN FWY (NTH),INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.567,-37.688
45992,,,4983,COBURNS/WESTERN FWY (STH),INT,,,,,,,,OPERATIONAL,ASB WARN,,,,144.567,-37.692
45993,,,4988,MAHONEYS NR THOMASTOWN FIRE,FIRE W/W,,,,,,,,OPERATIONAL,,,,,144.998,-37.693
45994,,,4990,EDGARS/MAIN,INT,,,,,,,,OPERATIONAL,PARTFCRT,,,,144.999,-37.679
45995,,,4991,MAHONEYS/HUGHES,INT,,,,,,,,OPERATIONAL,,,,,144.991,-37.693
45996,,,4992,MAHONEYS/EDGARS,INT,,,,,,,,OPERATIONAL,"Bluetooth,FIRE LNK",,,,145.001,-37.694
45997,,,4993,MCKIMMIES NR DAREBIN,POS,,,,,,,,OPERATIONAL,,,,,145.035,-37.675
45998,,,4994,DALTON/THE BOULEVARD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.031,-37.677
45999,,,4995,PLENTY/MCKIMMIES,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM RSV",,,,145.07,-37.679
46000,,,4996,SETTLEMENT NR COOK,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,145.057,-37.698
46001,,,4998,SETTLEMENT NR NORRIS,POS,,,,,,,,OPERATIONAL,,,,,145.043,-37.695
46002,,,5000,DERRIMUT/BAGGOTT,INT,,,,,,,,OPERATIONAL,PARTFCRT,,,,144.683,-37.875
46003,,,5001,DUNCANS/WATTON,INT,,,,,,,,OPERATIONAL,,,,,144.662,-37.901
46004,,,5002,FITZGERALD/LEAKES/KOROROIT CREEK,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.782,-37.844
46005,,,5003,PHW/OLD GEELONG,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,144.7,-37.885
46006,,,5004,CORIO-WAURN PONDS / BRODERICK,INT,,,,,,,,OPERATIONAL,"Bluetooth,PTS_SIGN",,,,144.382,-38.065
46007,,,5005,CORIO-WAURN PONDS/PLANTATION/SCHOOL,INT,,,,,,,,OPERATIONAL,,,,,144.377,-38.069
46008,,,4935,FURLONG/ST ALBANS,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK,RLC",,,,144.812,-37.76
46009,,,4936,HAMPSTEAD/WESTS/WILLIAMSON,INT,,,,,,,,OPERATIONAL,PARTFCRT,,,,144.881,-37.775
46010,,,4937,HAMPSTEAD/MITCHELL/OMAR,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.87,-37.782
46011,,,4938,WESTS RD/WATERFORD GREEN,INT,,,,,,,,OPERATIONAL,,,,,144.882,-37.773
46012,,,4939,MCINTYRE/BERKSHIRE,INT,,,,,,,,OPERATIONAL,,,,,144.831,-37.765
46013,,,5044,MYERS/FENWICK,INT,,,,,,,,OPERATIONAL,,,,,144.354,-38.15
46014,,,3798,WHITEHORSE NR CAMPBELL,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,145.063,-37.811
46015,,,3212,HEATHERTON/KINGSTON/CLAYTON/BOUNDARY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.113,-37.958
46016,,,2858,MICKLEHAM/FAWKNER,INT,,,,,,,,OPERATIONAL,,,,,144.884,-37.678
46017,,,314,SPRINGVALE/REYNOLDS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.182,-37.765
46018,,,3044,BUCKLEY NR BATMAN,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,144.892,-37.754
46019,,,6210,BENDIGO-EAGLEHAWK RD,POS,,,,,,,,OPERATIONAL,DIDO,,,,144.282,-36.749
46020,,,2892,SUNSHINE/ODESSA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.803,-37.715
46021,,,4030,BURKE/DONCASTER/KILBY/HIGH,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT,TRAM PRI",,,,145.064,-37.793
46022,,,2891,SUNSHINE/APOLLO,INT,,,,,,,,OPERATIONAL,,,,,144.804,-37.709
46023,,,312,WELLS/NURTEN/ROYAL PALMS,INT,,,,,,,,OPERATIONAL,SRLC,,,,145.124,-38.022
46024,,,1901,THOMPSONS/FEATHERTOP/WELLINGTON,INT,,,,,,,,OPERATIONAL,,,,,145.107,-37.766
46025,,,393,SPRINGVALE NR CAVES,BUS SIG,,,,,,,,OPERATIONAL,,,,,145.173,-37.833
46026,,,594,MONASH FWY/NARRE WARREN NTH,INT,,,,,,,,OPERATIONAL,,,,,145.309,-38.018
46027,,,3086,PENTRIDGE/STOCKADE,INT,,,,,,,,OPERATIONAL,,,,,144.97,-37.738
46028,,,6822,PHW/MAHONEYS/HORNE,INT,,,,,,,,OPERATIONAL,SRLC,,,,142.533,-38.385
46029,,,2995,Webb Dock Drive/Access Road,INT,,,,,,,,OPERATIONAL,,,,,144.914,-37.837
46030,,,2469,Todd Road/Webb Dock Drive/Cook Street,INT,,,,,,,,OPERATIONAL,,,,,144.912,-37.833
46031,,,1552,Bourke Street/Collins Street/Tom Thumb L,INT,,,,,,,,OPERATIONAL,,,,,144.942,-37.82
46032,,,2887,WILLIAMSTOWN/TODD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.915,-37.837
46033,,,2399,TODD/WEBB DOCK/WESTGATE WB RAMPS,INT,,,,,,,,OPERATIONAL,,,,,144.913,-37.834
46034,,,120,MOUNTAIN HWY STH OF BARMAH,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,145.217,-37.856
46035,,,709,EASTERN FWY RAMP/THOMPSONS,INT,,,,,,,,OPERATIONAL,RAMP SGN,,,,145.083,-37.779
46036,,,2649,SHARPS/AIRPORT,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.868,-37.707
46037,,,3549,NORTH NR ST JAMES,POS,,,,,,,,OPERATIONAL,,,,,144.998,-37.899
46038,,,2927,KINGS WAY NR YARRA RIVER,POS,,,,,,,,OPERATIONAL,,,,,144.958,-37.821
46039,,,592,MANNINGHAM/MACEDON,INT,,,,,,,,OPERATIONAL,SRLC,,,,145.112,-37.773
