OBJECTID,TLIGHTS_,TLIGHTS_ID,SITE_NO,SITE_NAME,SITE_TYPE,DIRECTORY,DIR_REF,D_ADDED,D_TOWNS,D_EDITED,D_REMOVED,LINK_MODE,STATUS,COMMENTS,MULTI,UFI,ARC_UFI,LONG,LAT
47496,,,224,NEPEAN/STATION,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK,UPS",,,,145.122,-38.075
47497,,,231,NEPEAN/WELLS,INT,,,,,,,,OPERATIONAL,PARTFCRT,,,,145.121,-38.143
47498,,,254,STH GIPPS'D HWY/STAWELL,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,145.283,-38.108
47499,,,255,CRANBOURNE-FRANK/WARRANDYTE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.191,-38.152
47500,,,257,STH GIPPS'D HWY (HIGH) NR BAKEWELL,POS,,,,,,,,OPERATIONAL,,,,,145.283,-38.11
47501,,,263,MONASH/FORSTER,INT,,,,,,,,OPERATIONAL,RAMP SGN,,,,145.13,-37.892
47502,,,3478,MERTON/NEWLAND,INT,,,,,,,,OPERATIONAL,,,,,144.778,-37.867
47503,,,4553,ST KILDA/ARTHUR/SLATER,INT,,,,,,,,OPERATIONAL,"EVP,TRAM RSV",,,,144.977,-37.839
47504,,,4561,RUSSELL/FLINDERS,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.97,-37.817
47505,,,4567,SPENCER/FLINDERS,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.955,-37.821
47506,,,6663,COMMERCIAL/HAZELWOOD,INT,,,,,,,,OPERATIONAL,,,,,146.395,-38.237
47507,,,6670,MORWELL-TRARALGON/MONASH WAY,INT,,,,,,,,OPERATIONAL,DIDO,,,,146.42,-38.24
47508,,,6679,STH GIPPS'D HWY NR RADOVICK,POS,,,,,,,,OPERATIONAL,"DUST,PELICAN,PTS_SIGN",,,,145.824,-38.432
47509,,,7000,NORTHERN HWY STH OF HEATHCOTE,INT,,,,,,,,OPERATIONAL,,,,,144.731,-36.946
47510,,,5829,GILLIES ST NR NORMAN ST,POS,,,,,,,,OPERATIONAL,,,,,143.823,-37.534
47511,,,4049,TOORAK NR GRANDVIEW,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,145.084,-37.849
47512,,,4050,TOORAK NR MYRNIONG & QUEENS,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,145.093,-37.85
47513,,,4051,DONCASTER/BULLEEN/SEVERN,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,,145.07,-37.793
47514,,,4052,DONCASTER NR MARWAL,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.071,-37.793
47515,,,4053,DONCASTER NR BUCHANAN,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.077,-37.794
47516,,,4054,BULLEEN / HILLVIEW,INT,,,,,,,,OPERATIONAL,,,,,145.078,-37.785
47517,,,379,HIGH NR FONTEYN,POS,,,,,,,,OPERATIONAL,,,,,145.221,-37.877
47518,,,294,PLYMOUTH NR SANDGATE,POS,,,,,,,,OPERATIONAL,,,,,145.268,-37.783
47519,,,295,MAROONDAH/YARRA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.278,-37.786
47520,,,315,WARRANDYTE NR ALEXANDER,POS,,,,,,,,OPERATIONAL,Bluetooth,,,,145.184,-37.748
47521,,,3779,BLYTH NR EDMENDS (FIRE STN),FIRE W/W,,,,,,,,OPERATIONAL,,,,,144.965,-37.766
47522,,,317,MANNINGHAM/WILLIAMSONS,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,145.123,-37.78
47523,,,318,WILLIAMSONS/SHOP TOWN ENT N,INT,,,,,,,,OPERATIONAL,,,,,145.124,-37.783
47524,,,319,WILLIAMSONS/SHOP TOWN ENT SOUTH,INT,,,,,,,,OPERATIONAL,,,,,145.124,-37.785
47525,,,320,THOMPSONS/FOOTE/TEMPLESTOWE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.113,-37.757
47526,,,3335,LWR PLENTY/GRANTHAM,INT,,,,,,,,OPERATIONAL,,,,,145.092,-37.73
47527,,,323,DONCASTER NR HENDER,POS,,,,,,,,OPERATIONAL,,,,,145.108,-37.788
47528,,,324,DONCASTER/ELGAR (SLAVED 325),INT,,,,,,,,OPERATIONAL,,,,,145.124,-37.788
47529,,,325,DONCASTER/TRAM/WILLIAMSONS,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC,VTAG",,,,145.125,-37.787
47530,,,326,DONCASTER/FREDERICK/SHOPPING,INT,,,,,,,,OPERATIONAL,,,,,145.127,-37.787
47531,,,327,DONCASTER/COUNCIL,INT,,,,,,,,OPERATIONAL,,,,,145.129,-37.787
47532,,,329,DONCASTER/CHURCH,INT,,,,,,,,OPERATIONAL,,,,,145.138,-37.786
47533,,,331,DONCASTER/JACKSON,INT,,,,,,,,OPERATIONAL,,,,,145.149,-37.788
47534,,,332,DONCASTER NR LEEDS,POS,,,,,,,,OPERATIONAL,,,,,145.153,-37.788
47535,,,334,DONCASTER/DONCASTER BUS DEPOT,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,145.145,-37.787
47536,,,3518,MT ALEXANDER/TRAM DEPOT,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.93,-37.778
47537,,,3519,MT ALEXANDER NR LINCOLN,POS,,,,,,,,OPERATIONAL,"GWTT,TRAM PRI",,,,144.911,-37.746
47538,,,3521,BULLA NR CARNARVON,POS,,,,,,,,OPERATIONAL,,,,,144.908,-37.741
47539,,,3536,CLARENDON/COVENTRY,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.96,-37.832
47540,,,3537,FERRARS NR COVENTRY,POS,,,,,,,,OPERATIONAL,,,,,144.955,-37.833
47541,,,3539,BEACONSFIELD NR LANGRIDGE,POS,,,,,,,,OPERATIONAL,,,,,144.965,-37.856
47542,,,3541,MONTAGUE/NORMANBY/MUNRO,INT,,,,,,,,OPERATIONAL,SRLC,,,,144.948,-37.829
47543,,,3404,KENSINGTON/HOBSONS/CHILDERS,INT,,,,,,,,OPERATIONAL,,,,,144.92,-37.798
47544,,,3420,ORMOND NR BYRNE,FLASH PX,,,,,,,,OPERATIONAL,,,,,144.983,-37.883
47545,,,3421,ORMOND NR VAUTIER,FLASH PX,,,,,,,,OPERATIONAL,,,,,144.987,-37.885
47546,,,3422,ORMOND NR DOCKER,FLASH PX,,,,,,,,OPERATIONAL,,,,,144.989,-37.886
47547,,,3424,BARKLY/ALMA/PRINCES,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.982,-37.86
47548,,,3425,BARKLY/GREY/INKERMAN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.982,-37.864
47549,,,3426,BARKLY/CARLISLE,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC,TRAM PRI",,,,144.981,-37.867
47550,,,3427,BARKLY/ACLAND/MITFORD,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.981,-37.87
47551,,,3428,FITZROY/ACLAND/BEACONSFIELD,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.974,-37.862
47552,,,3059,BELL/ST GEORGES,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT,RAIL LNK,S",,,,144.997,-37.745
47553,,,3060,BELL/HIGH,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC",,,,145.003,-37.745
47554,,,3063,BELL/VICTORIA,INT,,,,,,,,OPERATIONAL,,,,,145.017,-37.747
47555,,,3065,BELL/CHIFLEY,INT,,,,,,,,OPERATIONAL,,,,,145.03,-37.748
47556,,,2211,STATION NR PAISLEY,POS,,,,,,,,OPERATIONAL,,,,,145.126,-37.805
47557,,,2850,WESTERN FWY/ROBINSONS ON/OFF RAMPS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.753,-37.795
47558,,,2983,COMMERCIAL/BALMORAL/PORTER,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.991,-37.846
47559,,,2985,PHE NR CLOSEBURN,POS,,,,,,,,OPERATIONAL,"GWTT,PUFFIN,TRAM PRI,TRAM RSV",,,,145.004,-37.859
47560,,,2986,WILLIAMS NR MURRAY,POS,,,,,,,,OPERATIONAL,,,,,145.003,-37.851
47561,,,3000,BARKERS NR FINDON,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.021,-37.813
47562,,,3001,BARKERS/CHURCH/HIGH,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,145.024,-37.813
47563,,,951,GLADSTONE NR MURRAY,POS,,,,,,,,OPERATIONAL,,,,,145.21,-37.943
47564,,,952,CLOW ST/DANDENONG MARKET ACCESS,POS,,,,,,,,OPERATIONAL,Bluetooth,,,,145.217,-37.985
47565,,,953,ELONERA NR TITCHER,POS,,,,,,,,OPERATIONAL,,,,,145.191,-37.959
47566,,,955,CLEELAND NR KING,POS,,,,,,,,OPERATIONAL,,,,,145.215,-37.983
47567,,,956,HEMMINGS NR WILMA,FLASH PX,,,,,,,,OPERATIONAL,,,,,145.203,-37.983
47568,,,957,MENZIES NR CHIFLEY,FLASH PX,,,,,,,,OPERATIONAL,,,,,145.209,-37.966
47569,,,958,MENZIES NR CURTIN,FLASH PX,,,,,,,,OPERATIONAL,,,,,145.209,-37.966
47570,,,959,HEATHERTON/BOYD/CLEELAND,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.217,-37.97
47571,,,970,WARRIGAL/HIGH ST RD,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT,VTAG",,,,145.093,-37.866
47572,,,1000,KEILOR/HOFFMANS,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.892,-37.737
47573,,,1001,MT ALEXANDER NR HALL,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,144.925,-37.766
47574,,,3886,MORELAND NR MURDOCH,POS,,,,,,,,OPERATIONAL,,,,,144.959,-37.755
47575,,,3887,MORELAND/CAMERON,INT,,,,,,,,OPERATIONAL,"RAIL LNK,TRAM PRI",,,,144.962,-37.755
47576,,,3888,MELVILLE NR WOODLANDS,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.946,-37.749
47577,,,152,BELL NR HERBERT,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,145.374,-37.658
47578,,,161,BURWOOD HWY/LAKESIDE/WOODVALE,INT,,,,,,,,OPERATIONAL,,,,,145.165,-37.854
47579,,,163,BURWOOD HWY/SEVENOAKS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.158,-37.854
47580,,,164,BURWOOD HWY/SPRINGVALE,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC,UPS,VTAG",,,,145.169,-37.855
47581,,,165,BURWOOD HWY/SAFEWAY ENT/RSPCA ENT,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.135,-37.852
47582,,,166,BURWOOD HWY/HANOVER/HARTLAND,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.184,-37.857
47583,,,168,BURWOOD HWY/MORACK/TIP ENT/EXIT,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.198,-37.859
47584,,,169,BURWOOD HWY/MOUNTAIN HWY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.207,-37.86
47585,,,482,STEPHENSONS/VIRGINIA,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,145.129,-37.878
47586,,,483,STEPHENSONS/WAVERLEY,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,,145.127,-37.885
47587,,,5234,DUNNINGS/BOARDWALK,INT,,,,,,,,OPERATIONAL,DIDO,,,,144.733,-37.885
47588,,,5045,ANAKIE / BELL POST SHOPS,INT,,,,,,,,OPERATIONAL,DIDO,,,,144.336,-38.09
47589,,,975,HALLAM SOUTH NR HALLAM STATION,POS,,,,,,,,OPERATIONAL,"PUFFIN,RAIL LNK",,,,145.271,-38.017
47590,,,272,CRANBOURNE/FLETCHER/FIRE STN,INT,,,,,,,,OPERATIONAL,"Bluetooth,FIRE LNK",,,,145.126,-38.146
47591,,,279,HEATHERTON/TOOTAL,INT,,,,,,,,OPERATIONAL,,,,,145.131,-37.96
47592,,,281,SPRINGVALE/WELLS/EDITHVALE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.131,-38.028
47593,,,3720,WELLINGTON/MONASH UNIVERSITY BUS ENT,INT,,,,,,,,OPERATIONAL,BUS PRI,,,,145.131,-37.915
47594,,,2407,PHE/LORNE (X LAKESIDE),INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,144.978,-37.851
47595,,,2432,PHE/MCNAUGHTON,INT,,,,,,,,OPERATIONAL,,,,,145.141,-37.923
47596,,,2433,DANDENONG/WATTLETREE,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,145.015,-37.861
47597,,,2627,WESTERN HWY/WRR,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.794,-37.77
47598,,,2650,HIGH/PALMERSTON,INT,,,,,,,,OPERATIONAL,"DUST,PUFFIN",,,,144.583,-37.683
47599,,,2691,BALACLAVA NR LABASSA,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.012,-37.871
47600,,,335,DONCASTER/BLACKBURN,INT,,,,,,,,OPERATIONAL,"Bluetooth,VTAG",,,,145.162,-37.789
47601,,,338,DONCASTER/MITCHAM/OLD WARRANDYTE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.174,-37.79
47602,,,339,SPRINGVALE/MITCHAM,INT,,,,,,,,OPERATIONAL,"Bluetooth,VTAG",,,,145.179,-37.796
47603,,,340,BLACKBURN/KING,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.164,-37.775
47604,,,341,GEORGE NR DEHNERT,POS,,,,,,,,OPERATIONAL,,,,,145.15,-37.781
47605,,,4927,KINGS NR MCLEOD (STEVENSVILLE PS),POS,,,,,,,,OPERATIONAL,,,,,144.781,-37.736
47606,,,343,MITCHAM/SPRINGFIELD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.191,-37.806
47607,,,265,MONASH/SPRINGVALE,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAMP SGN,SB PRI",,,,145.161,-37.908
47608,,,266,MONASH/JACKSONS,INT,,,,,,,,OPERATIONAL,,,,,145.193,-37.937
47609,,,762,HIGH NR VICTORIA & KING,FLASH PX,,,,,,,,OPERATIONAL,,,,,145.19,-38.308
47610,,,768,ALBERT NR BAMBURY,POS,,,,,,,,OPERATIONAL,WCHAIR,,,,145.295,-37.858
47611,,,770,DORSET NR ELSIE,POS,,,,,,,,OPERATIONAL,ESLS,,,,145.286,-37.857
47612,,,771,DORSET NR LUPTON,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,145.286,-37.861
47613,,,772,DORSET NR ALMA,POS,,,,,,,,OPERATIONAL,,,,,145.285,-37.881
47614,,,773,MOUNTAIN HWY/HAROLD,INT,,,,,,,,OPERATIONAL,,,,,145.222,-37.852
47615,,,774,MOUNTAIN HWY/WANTIRNA,INT,,,,,,,,OPERATIONAL,"PTS_SIGN,SRLC",,,,145.227,-37.849
47616,,,775,MOUNTAIN HWY/BORONIA,INT,,,,,,,,OPERATIONAL,"Bluetooth,WCHAIR",,,,145.229,-37.848
47617,,,776,MOUNTAIN HWY NR RACHELLE,POS,,,,,,,,OPERATIONAL,,,,,145.236,-37.846
47618,,,704,REYNOLDS/ANDERSON CREEK,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.173,-37.764
47619,,,706,HIGH/LYNNWOOD,INT,,,,,,,,OPERATIONAL,SRLC,,,,145.119,-37.768
47620,,,707,WARRANDYTE - RINGWOOD/FALCONER,INT,,,,,,,,OPERATIONAL,,,,,145.23,-37.769
47621,,,3711,WARRIGAL/OAK/VOLTRI,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.073,-37.975
47622,,,3780,GRANTHAM NR UNION,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.949,-37.772
47623,,,3782,LYGON NR STEWART,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.973,-37.764
47624,,,3783,ROYAL/PARK,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.96,-37.778
47625,,,3784,SYDNEY NR STEWART,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,144.963,-37.763
47626,,,3785,ALBION NR HOWARD,POS,,,,,,,,OPERATIONAL,,,,,144.969,-37.762
47627,,,3786,DAWSON NR FALLON,POS,,,,,,,,OPERATIONAL,,,,,144.956,-37.771
47628,,,3994,MAHONEYS NR CHEVIOT,POS,,,,,,,,OPERATIONAL,"BUS PRI,Bluetooth,PUFFIN",,,,144.962,-37.69
47629,,,3995,DIMBOOLA/PEARCEDALE,INT,,,,,,,,OPERATIONAL,,,,,144.916,-37.682
47630,,,3996,BARRY/FORD ENTRANCE,INT,,,,,,,,OPERATIONAL,,,,,144.949,-37.667
47631,,,2312,NEPEAN/GLENHUNTLY/HOTHAM,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,,144.997,-37.883
47632,,,2314,NEPEAN NR SCOTT,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,144.994,-37.879
47633,,,2317,NEPEAN/BAY/MILROY/HAMPTON,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,RLC",,,,145.008,-37.906
47634,,,4530,SWANSTON NR YARRA RIVER,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.968,-37.819
47635,,,4497,QUEENSBERRY/CURZON,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.948,-37.803
47636,,,4842,ORMOND NR GLEN HUNTLY,FLASH PX,,,,,,,,OPERATIONAL,,,,,144.983,-37.882
47637,,,4843,ORMOND NR BEACH,FLASH PX,,,,,,,,OPERATIONAL,,,,,144.986,-37.885
47638,,,4844,ST KILDA ST/G'HUNTLY/TENNYSON,INT,,,,,,,,OPERATIONAL,,,,,144.992,-37.883
47639,,,4845,CHAPEL/ALMA,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC,SRLC,TRAM PRI",,,,144.992,-37.861
47640,,,4846,ALMA/WESTBURY,INT,,,,,,,,OPERATIONAL,,,,,144.997,-37.862
47641,,,4847,HOTHAM/ALMA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.001,-37.863
47642,,,4848,CHAPEL/INKERMAN,INT,,,,,,,,OPERATIONAL,"Bluetooth,PUFFIN,TRAM PRI",,,,144.991,-37.865
47643,,,4849,INKERMAN/WESTBURY,INT,,,,,,,,OPERATIONAL,,,,,144.996,-37.866
47644,,,4850,HOTHAM/INKERMAN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145,-37.866
47645,,,4851,CHAPEL/CARLISLE,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.99,-37.868
47646,,,4852,CARLISLE NR WOODSTOCK,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,144.993,-37.869
47647,,,4853,HOTHAM/CARLISLE/BALACLAVA,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC,TRAM PRI",,,,144.999,-37.87
47648,,,4854,HOTHAM NR GROSVENOR,POS,,,,,,,,OPERATIONAL,,,,,144.999,-37.874
47649,,,4855,HOTHAM/GLEN EIRA,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC",,,,144.998,-37.877
47650,,,4856,WATTLETREE/DUNCRAIG/MALVERN CENTRAL,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.026,-37.862
47651,,,4857,ST KILDA NR OCTAVIA,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,144.984,-37.858
47652,,,4858,CARLISLE NR ACLAND,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,144.979,-37.867
47653,,,4860,HAMPTON NR HOLYROOD,POS,,,,,,,,OPERATIONAL,,,,,145.003,-37.933
47654,,,4861,HAMPTON/WILLIS,INT,,,,,,,,OPERATIONAL,,,,,145.003,-37.937
47655,,,4864,BAY/RESERVE,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,145.039,-37.956
47656,,,4865,BALCOMBE NR HAYDENS,POS,,,,,,,,OPERATIONAL,,,,,145.031,-37.977
47657,,,4866,BALCOMBE/RESERVE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.035,-37.978
47658,,,4867,HAMPTON NR THOMAS,POS,,,,,,,,OPERATIONAL,,,,,145.003,-37.937
47659,,,4803,BRIDGE/COPPIN,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI,V",,,,145.004,-37.819
47660,,,4805,BRIDGE/BURNLEY,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,,145.008,-37.82
47661,,,4806,BRIDGE NR YARRA,POS,,,,,,,,OPERATIONAL,"ASB WARN,PUFFIN,TRAM PRI",,,,145.014,-37.82
47662,,,4807,SWAN/LENNOX,INT,,,,,,,,OPERATIONAL,"Bluetooth,EVP,TRAM PRI",,,,144.993,-37.825
47663,,,4808,CHURCH/SWAN,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.998,-37.826
47664,,,4809,SWAN/COPPIN,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,145.002,-37.826
47665,,,4810,SWAN/BURNLEY,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,145.007,-37.827
47666,,,4811,SWAN NR STAWELL,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.01,-37.827
47667,,,4812,SWAN/MADDEN,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK,TRAM PRI",,,,145.017,-37.827
47668,,,4813,VICTORIA NR JAMES,POS,,,,,,,,OPERATIONAL,"EVP,PUFFIN,TRAM PRI",,,,144.993,-37.81
47669,,,4814,VICTORIA/LENNOX/NICHOLSON,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.996,-37.81
47670,,,4815,VICTORIA NR LITHGOW,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,144.998,-37.81
47671,,,4816,VICTORIA/CHURCH,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,,145.001,-37.811
47672,,,4817,VICTORIA/SOUTH AUDLEY/MCKAY,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,145.004,-37.811
47673,,,4818,VICTORIA/JOHNSON,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,145.005,-37.811
47674,,,4819,SWAN NR WAVERLEY,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.996,-37.825
47675,,,4820,VICTORIA/FLOCKHART,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.007,-37.811
47676,,,4821,VICTORIA/BURNLEY/WALMER,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,145.01,-37.811
47677,,,4822,ELIZABETH/LENNOX,INT,,,,,,,,OPERATIONAL,,,,,144.996,-37.811
47678,,,4823,ELIZABETH NR WILLIAMS,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,144.997,-37.812
47679,,,4825,HIGHETT/LENNOX,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,144.995,-37.815
47680,,,4827,HIGHETT NR GRIFFITHS,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,145.003,-37.816
47681,,,4828,CHURCH NR CAMERON,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.999,-37.818
47682,,,4829,CHURCH NR BROUGHAM,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,144.999,-37.822
47683,,,4830,CANTERBURY NR MARY,POS,,,,,,,,OPERATIONAL,,,,,144.975,-37.857
47684,,,4498,ERROL/QUEENSBERRY,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.95,-37.803
47685,,,4499,QUEENSBERRY/PEEL,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.956,-37.804
47686,,,3617,PASCOE VALE/PARINGA,INT,,,,,,,,OPERATIONAL,,,,,144.93,-37.652
47687,,,1081,KELLETTS/NAPOLEON,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.272,-37.913
47688,,,4768,HIGH/KOOYONG,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,145.021,-37.856
47689,,,4715,FERNTREE GULLY/CLAYTON/STEPHENSONS,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC",,,,145.124,-37.899
47690,,,4716,FERNTREE GULLY/FORSTER/GARDINER,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,145.129,-37.9
47691,,,4717,BLACKBURN/NORMANBY,INT,,,,,,,,OPERATIONAL,"BUS PRI,SB PRI",,,,145.142,-37.907
47692,,,711,MAIN/WATTLETREE/PARK WEST,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK",,,,145.154,-37.704
47693,,,712,MAIN/BOLTON,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.135,-37.732
47694,,,714,MAIN/DUDLEY,INT,,,,,,,,OPERATIONAL,FIRE LNK,,,,145.148,-37.715
47695,,,715,MAIN/BRIDGE - ELTHAM,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.146,-37.719
47696,,,716,MAIN NR PROSPERITY,POS,,,,,,,,OPERATIONAL,,,,,145.115,-37.726
47697,,,717,MAIN NR PRYOR,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,145.148,-37.714
47698,,,718,MAIN/PANORAMA/GRAND,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.124,-37.726
47699,,,719,MAIN/PARA,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,145.114,-37.727
47700,,,720,PARA NR DOBSON,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,145.115,-37.714
47701,,,721,MOUNTAIN VIEW/SHERBOURNE,INT,,,,,,,,OPERATIONAL,,,,,145.12,-37.709
47702,,,724,SHERBOURNE NR OUTLOOK,POS,,,,,,,,OPERATIONAL,"Bluetooth,PUFFIN",,,,145.129,-37.71
47703,,,725,FITZSIMONS NR PORTER,POS,,,,,,,,OPERATIONAL,"PUFFIN,RBT SIGS",,,,145.135,-37.753
47704,,,728,DAVEY/YOUNG,INT,,,,,,,,OPERATIONAL,,,,,145.122,-38.146
47705,,,729,FRANKSTON-DANDENONG/KLAUER,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.147,-38.12
47706,,,730,BEACH/YOUNG/DANDENONG,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.127,-38.141
47707,,,731,CRANBOURNE/MOOROODUC/FRANKSTON FWY,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,145.136,-38.147
47708,,,732,MT ELIZA NR DAVIES,FLASH PX,,,,,,,,OPERATIONAL,,,,,145.091,-38.183
47709,,,733,FRANKSTON-DANDENONG/SEAFORD/BALLARTO,INT,,,,,,,,OPERATIONAL,,,,,145.157,-38.113
47710,,,734,FRANK-DAND NR BAWDEN,POS,,,,,,,,OPERATIONAL,"ASB WARN,BUS PRI",,,,145.179,-38.091
47711,,,3391,PUNT/ROWENA,INT,,,,,,,,OPERATIONAL,EVP,,,,144.99,-37.82
47712,,,3392,PUNT/BRUNTON,INT,,,,,,,,OPERATIONAL,"ASB WARN,EVP",,,,144.989,-37.823
